_id,ETSB Name,Report Year,Population,Contact,Contact Email,Contact Phone,Illinois Surcharge,Wireline Surcharge,VoIP Surcharge,Local Funds,Grant Funds,Interest Income,Contractual Services Revenue,Other Revenue,BOY Reserve Balance,Expenses Not Classified Above,Operating Expenses,Primary PSAPS,Secondary PSAPS,Infrastructure,Call Taking,Radio,CAD,Mapping,EMD,Other Equipment/Software,Coordinator/Director Salary,Telecommunicators Salaries,Mapping/GIS Salaries,Technical/IT Salaries,Other Salaries,Fringe Benefits,Capital Improvements,Leases,Utilities,Emergency Backup,Insurance,Furniture/Fixtures,Office Supplies,Other Facility Costs,Telephone/9-1-1 Trunks,NG 9-1-1/ESInet,Microwave/Broadband,Training/Memberships,Travel,Membership Dues,Legal,Audit,Translation,Contract Fees to Other 9-1-1,Other Professional Services,State Consol. Grant Funds,Remaining Cash Balance,Vehicle,Mobile Data Terminals,Software Licenses,Voice/Data Logging Recorder,Other Personnel Cost,Radio Ciruits,Conferences,Certifications,Public Education,Mapping/Addressing/GIS Professional Services
1010,Piatt County ETSB,2015,"16,737",JAMES A CRIPE,piatt911@gmail.com,217-762-2626,96931,68903,25825,0,0,9,0,0,26431,2980,0,1,0,2514,0,0,0,2260,2410,0,51639,0,0,0,0,14997,0,0,0,0,2892,0,1648,600,64787,0,0,0,0,254,52,300,0,0,14040,0,0,0,0,0,0,0,0,0,0,0,0
1011,Piatt County ETSB,2016,"16,433",(*blank*),piatt911@gmail.com,(*blank*),102109,64016.32,25340,0,0,12.29,0,0,5109,2124,0,1,0,4341,0,387,600,3292,2858,0,53188,0,0,0,0,14624,0,0,0,0,3130,0,1220,0,63421,0,0,699,1543,254,0,464,0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0
1012,Piatt County ETSB,2017,"16,800",JAMES A CRIPE,piatt911@gmail.com,217-762-2626,227002.13,0,0,0,0,6223,0,0,110670.25,3741,0,1,0,14600,1557,2495,0,2260,0,837,55025,2167,0,0,0,17016,26072,300,0,0,3415,11636,0,0,0,0,0,1215,2420,137,0,0,288,0,0,0,23780.88,0,0,0,1697,0,0,699,0,0,0
1013,Piatt County ETSB,2018,"16,800",James A Cripe,piatt911@gmail.com,217-762-2626,310150,0,0,0,0,65,0,0,116866,0,2030,1,0,1495,2838,108605,0,2260,1720,1958,58118,26000,0,16640,0,17161,0,3600,0,0,2591,0,3109,0,931,0,0,200,0,92,0,0,28,0,0,0,69277,0,0,0,3201,0,0,0,0,0,0
1014,Piatt County ETSB,2019,"16,729",Tim Furman,t.furman@piatt.gov,217-762-2626,352864,0,0,0,29280,62,0,0,114241,0,0,1,0,0,98,9286,2492,2260,1720,0,56063,27924,0,19200,0,12132,166922,3600,0,119,2641,0,6748,0,989,0,0,120,0,234,0,0,0,0,0,0,144072,0,0,75,0,0,0,200,151,144,20350
1015,Piatt County ETSB,2020,"16,344",Tim Furman,t.furman@piatt.gov,217-762-2626,282623.75,0,0,0,0,16023.07,0,0,129977.15,0,0,1,0,0,0,23749.04,2407.99,7445.5,1720,0,55000,48235.16,0,15360,0,18612.97,39917.01,3600,0,0,3109,3656.81,4218.48,0,930.85,0,0,1075.83,0,286,0,0,0,0,0,0,180450.77,0,0,0,626.25,2129.62,0,0,223,0,0
1016,Pike County 9-1-1,2013,"16,308",Sandy Schacht,sschacht@pikecountysd.org,217-285-5263,85788,127617.48,8468.16,0,0,1470,0,0,200000,8668,1000,1,0,3238.37,5382,21252,0,5000,3624,0,22369,97457,4000,0,0,0,0,0,0,0,0,0,0,0,63971.12,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,Pike County 9-1-1,2014,"16,308",Sandy Schacht,sschacht@pikecountysd.org,217-285-5263,83166.12,113499.36,8638.08,0,0,1200,0,0,200000,8668,1000,1,0,3238.37,5382,21252,0,5000,3624,0,22369,100833,4000,0,0,0,14000,0,0,0,0,0,0,0,63971.12,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,Pike County 9-1-1,2015,"16,308",Sandy Schacht,sschacht@pikecountysd.org,217-285-5263,92261,128021,0,0,0,610,0,0,261648,8668,1000,1,0,3238.37,5382,21252,0,5000,3624,0,22369,110601,4000,0,0,0,134000,0,0,0,0,0,0,0,58971,0,0,1000,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,Pike County 9-1-1,2016,"16,308",(*blank*),sschacht@pikecountysd.org,(*blank*),133441.62,26219.82,3003.37,0,0,146.81,28600,0,143533.63,6504,0,1,0,13000,134000,0,5000,0,3400,0,25000,100800,4000,0,0,0,0,0,0,0,0,0,0,0,37162,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0
1020,Pike County 9-1-1,2017,"15,950",Sandy Schacht,sschacht@pikecountysd.org,217-285-5263,232602.07,0,0,30969,0,296.86,0,0,0,4333.29,0,1,0,20388.51,0,0,0,0,0,0,25053,94821,2000,2000,0,13901.92,0,0,3041.62,0,0,2052.15,0,0,0,0,0,8565.02,0,137,0,0,0,0,88000,0,263314,0,0,0,0,0,0,0,0,0,0
1021,Pike County 9-1-1,2018,"15,821",Steph Reinhardt,sreinhardt@pikecountysd.org,217-285-5011,254000,0,0,0,0,190,56000,210000,0,0,0,1,0,0,0,0,0,0,0,0,24808,73661,2000,2000,0,10366.2,37198.75,0,0,25874.68,0,0,915.96,0,2734,0,0,1370,0,1052,0,0,0,0,0,0,74245,0,0,0,0,0,0,0,0,0,0
1022,Pike County 9-1-1,2019,"15,821",Steph Reinhardt,sreinhardt@pikecountysd.org,217-285-5011,292601.58,0,0,1922,0,431.37,56000,0,0,0,0,1,0,0,0,0,0,0,0,0,24808,120000,2000,2000,0,13320,0,0,0,19182.77,0,0,649.73,0,2261.36,0,0,3104.85,0,186,0,0,0,0,0,0,426612,0,0,0,0,0,0,0,0,0,0
1023,Pike County 9-1-1,2020,"15,821",Steph Reinhardt,sreinhardt@pikecountysd.org,217-285-5011,357953.62,0,0,0,0,404.27,0,0,0,0,0,1,0,0,0,2050,0,3500,3580,0,24926.5,100073,2000,2000,0,3750,0,0,0,15409,0,0,78.58,0,652.96,0,0,1163,0,142,0,0,0,2154.45,0,0,163442,0,0,0,2480.98,1256.89,0,428.71,430,0,0
1024,Posen,2013,"6,028","Kevin Szewczyk, Fire Chief",Kszewczyk@villageofposen.org,708-385-0139 x2636,0,12603.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162503,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,Posen,2014,"6,028","Kevin Szewczyk, Fire Chief",Kszewczyk@villageofposen.org,708-385-0139 x2636,0,6842.83,4761.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177276,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,Posen,2015,"6,028","Kevin Szewczyk, Fire Chief",KSzewczyk@villageofposen.org,708-385-0139 X2636,0,6176.31,4697.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177276,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,Posen,2016,"6,028",(*blank*),Kszewczyk@villageofposen.org,(*blank*),0,4089.63,3599.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177276,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,Proviso-Leyden JETSB,2017,"16,563",Greg Hribal,ghribal@westchesterpolice.com,708-345-0060,255811.2,0,0,0,0,0,0,0,0,0,42445,1,0,27912,0,0,27912,0,0,18707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51004,0,0,0,0,0,0,0,0,170846,0,0,64275,0,0,0,0,0,0,0,0,0,0
1029,Proviso-Leyden JETSB,2018,"94,706",Donald Nielsen,dnielsen@norcomm911.com,630-903-2481,1954634.15,0,0,83466.48,0,0,0,0,0,0,1015662.13,1,0,24162.77,0,53933.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.8,597,61552.69,0,0,0,0,0,14170.15,2643.75,0,0,30.83,0,0,0,0,0,0,0,0,0,0,0,0
1030,Proviso-Leyden JETSB,2019,"81,415",Donald Nielsen,dnielsen@norcomm911.com,630-903-2481,2845771,0,0,0,0,0,0,6000,0,0,0,1,0,0,0,96532,0,0,0,26541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71079,0,0,0,0,0,13627,3796,0,0,1944328,0,473436,0,0,0,0,0,0,0,0,0,0
1031,Proviso-Leyden JETSB,2020,"82,417",Donald Nielsen,dnielsen@norcomm911.com,630-903-2481,2071548.92,0,0,0,0,0,0,1000,1143155,0,0,1,0,0,0,367542.42,0,90212.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.5,0,46934.6,0,0,0,0,0,10818.6,8069.68,0,0,1371753.94,90212.5,17149,0,18329.94,0,0,0,0,0,0,0,0
1032,Pulaski County E9-1-1,2013,"6,161",Becky Kleckner Mueller,pulaski911@gmail.com,(618) 748-9890,64337.72,64985.17,0,0,0,49.48,0,2658,25145,4440.81,12708.9,1,0,297,3500,0,0,216,117,0,32959.94,34222,0,0,5234,4911.6,0,0,798.1,0,0,0,894.28,0,24233.04,0,0,237,227,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,Pulaski County E9-1-1,2014,"6,161",Becky Kleckner Mueller,pulaski911@gmail.com,(618) 748-9890,56700.54,55803.12,0,0,0,48.59,0,32,18587,2002.65,7801.97,1,0,653,3500,545,0,417,117,0,33999.94,36223,0,0,6333.2,5022.88,0,0,1135.8,0,0,0,1296.06,1440,25112.82,2502,0,345.76,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,Pulaski County E9-1-1,2015,"6,161",BECKY MUELLER,pulaski911@gmail.com,(618) 748-9890,49743.46,53904.55,0,0,0,51,0,0,20805.49,505.35,7551.22,1,0,263,3691,605,0,0,117,0,35020,23051,0,0,7569,5476,0,0,1158,615,0,0,774.45,0,35018,2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,Pulaski County E9-1-1,2016,"6,161",(*blank*),pulaski911@gmail.com,(*blank*),64149.55,53389.36,0,0,0,37.05,0,466.7,44072.27,1560.97,279,1,0,3280.54,0,1185,2250,0,117,0,35019.92,0,0,0,8099.68,0,0,0,2274.2,0,0,0,771,0,38667.3,3329.47,0,2783.71,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,Pulaski County E9-1-1,2017,"5,678",Becky Mueller,pulaski911@gmail.com,618-748-9890,147183.54,0,0,0,0,640.09,0,1261.06,0,1219.54,1099,1,0,7905.75,1400,8856.04,1500,3500,0,3488,38304.21,0,0,0,8334.08,5719.56,0,0,0,0,275,404.87,0,0,1767.47,0,0,1020.59,255,366.92,500,30.77,0,0,0,0,74697,0,0,0,2447.46,0,0,0,0,0,0
1037,Pulaski County E9-1-1,2018,"5,678",BECKY MUELLER,pulaski911@gmail.com,618-748-9890,181328.11,0,0,0,0,2096.22,0,946.52,0,0,0,1,0,0,0,240,1208,0,799,1319.96,42475,0,0,0,3799.68,1644.84,0,0,0,175,275,641.56,952,384,2051.07,0,0,771,0,0,3000,0,0,0,0,0,135633,8,0,0,3495.96,0,0,132,0,298.6,3820
1038,Pulaski County E9-1-1,2019,"5,678",BECKY MUELLER,pulaski911@gmail.com,618-748-9890,172217.39,0,0,0,0,6298.83,0,82781.23,0,0,0,1,0,3309.79,0,280,1500,0,1927,0,41057.82,0,0,0,500,2265.52,0,0,0,1524.79,294.73,0,442.72,0,4594.28,12824.99,0,1338,0,234,4000,0,0,0,0,0,169986.28,0,0,14089.6,2414.93,192.8,0,0,0,0,3500
1039,Pulaski County E9-1-1,2020,"5,678",BECKY MUELLER,pulaski911@gmail.com,618-748-9890,158753,0,0,0,0,2248,0,2000,0,0,0,1,0,721.63,0,0,7875,4503.76,239.7,14104.15,46498.24,0,0,0,250,0,0,0,0,332.99,297.37,0,549.73,0,1113.59,0,0,0,0,238,0,0,0,0,0,0,334993,0,0,0,2487.39,270,0,0,1709,0,0
1040,Putnam County 9-1-1,2013,"6,250",Lynn A. Haage,lhaage@putnamcountysheriff.com,815-925-7084,40494.04,108863.79,998.76,0,0,2695.83,0,0,551176.94,0,461,1,0,8346,0,1080,0,1750,0,0,20151.12,43513.19,0,0,0,0,0,0,0,0,0,0,364,0,29650.45,0,0,3340.93,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,Putnam County 9-1-1,2014,"6,250",Lynn A. Haage,lhaage@putnamcountysheriff.com,815-925-7084,36630.57,97245.96,976.02,0,0,1995.9,0,186.91,595072.66,0,353,1,0,12519,6981.25,0,0,1750,0,0,21132.96,43804.17,0,0,0,0,0,0,0,4229.08,0,0,26,0,27462.15,0,0,2580.44,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,Putnam County 9-1-1,2015,"6,250",Lynn Haage,lhaage@putnamcountysheriff.com,815-925-7084,34437,87924,961,0,0,1721,0,0,598810,0,341,1,0,2905,0,1760,0,1750,0,0,22190,44195,0,0,0,0,0,0,0,0,0,0,0,0,27224,0,0,1964,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,Putnam County 9-1-1,2016,"6,250",(*blank*),lhaage@putnamcountysheriff.com,(*blank*),50355,85452,953,0,0,1713,0,105,620851,147,448,1,0,3025,1778,0,0,1750,0,0,18081,48354,0,0,0,4083,32450,0,0,0,0,0,44,0,24184,0,0,2361,491,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,Putnam County 9-1-1,2018,"6,250",Lynn A. Haage,lhaage@putnamcountysheriff.com,815-925-9251,198520,0,0,0,0,1878,0,0,482376,0,168,1,0,0,0,0,28000,1750,1388,95,19598,52778,0,0,0,4086,0,0,0,3182,0,0,12,0,0,10076,0,1680,0,0,0,0,0,0,0,0,174745,0,0,0,3750,0,0,1314,0,0,0
1045,Putnam County 9-1-1,2019,"6,250",Lynn A. Haage,lhaage@putnamcountysheriff.com,815-925-9251,194745,0,0,0,0,7252,0,0,584057,0,183,1,0,8215,15224.49,0,2800,1750,0,255,20006.61,52552,0,0,0,3702,0,0,0,0,0,1767,14,0,0,0,0,1678,0,0,0,0,13,0,0,0,145585,0,0,0,3975,0,0,841,387,0,0
1046,Putnam County 9-1-1,2020,"5,739",Lynn A. Haage,lhaage@putnamcountysheriff.com,815-925-9251,194930,0,0,0,0,4384,0,0,666081,0,787,1,0,0,12650,131930,2800,6051,160,0,20607,57952,0,0,0,3371,0,0,0,0,0,0,144,0,0,0,0,1983,0,0,0,0,4,0,0,0,152194,0,0,0,4399,0,0,280,213,0,0
1047,Putnam County Enhanced 9-1-1 System,2017,"6,250",Lynn A. Haage,lhaage@putnamcountysheriff.com,815-925-9251,156430,0,0,0,0,1835.46,0,0,480799.75,0,334.21,1,0,10075.53,4967.32,0,0,1750,89.7,1105.2,19213.85,54011.59,0,0,0,4331.61,0,0,0,0,0,0,0,0,0,0,0,2129,681.42,0,0,0,0,0,0,0,120870,0,0,0,3575,0,0,550,0,0,0
1048,QuadCom,2013,"68,559",Elizabeth Heitkamp,bheitkamp@quadcom911.org,847-275-8683,382680,115885,0,0,0,33.81,0,0,170000,407,0,1,0,4314,48582,0,120370,1500,0,0,0,0,0,0,150,0,0,0,1436,1227,5226,0,0,3496,64026.09,0,48138.84,3496,7827,0,0,2171,6583.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,QuadCom,2014,"68,559",Elizabeth Heitkamp,bheitkamp@quadcom911.org,847-275-8683,356049,124857,0,0,0,28,0,0,150000,235,0,1,0,4959,64349,0,126451,1500,0,0,0,0,0,0,150,0,0,0,1597,597,5299,0,0,8937,63085,0,52390,2479,7529,0,1361,2205,4745,0,4117,0,0,0,0,0,0,0,0,0,0,0,0
1050,QuadCom,2015,"68,559",Elizabeth Heitkamp,bheitkamp@quadcom911.org,847-275-8683,356575,116890,0,0,0,28.21,0,0,160000,353,0,1,0,28938.56,101042,59166.84,135294,1500,0,0,0,0,0,0,300,0,0,0,1784,4017,5747,0,0,6750,58863,0,44464,950,9695,0,1559,2654,4367,0,4928,0,0,0,0,0,0,0,0,0,0,0,0
1051,QuadCom,2016,"68,559",(*blank*),bheitkamp@quadcom911.org,(*blank*),353132,105582,0,0,0,35,0,0,173,1276,0,1,0,9389,53971,21960,148605,1500,0,0,0,0,0,0,0,0,0,0,1858,823,6100,891,0,298,42361,0,34208,1859,6848,0,1483,2283,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,QuadCom,2017,"68,559",Elizabeth A. Heitkamp,bheitkamp@quadcom911.org,847-428-8787,542980,0,0,0,0,280.65,0,0,318344,1576,526,1,1,2654,118333,40234,162417,6599.99,254,67753,0,0,0,0,0,0,0,0,1496,1356,0,0,1145,2330,0,0,36910,2069,10085,0,1574,2167,2457,0,564,0,148507,0,0,0,0,0,0,0,0,0,0
1053,QuadCom,2018,"68,000",Elizabeth A. Heitkamp,bheitkamp@quadcom911.org,847-428-8787,897624,0,0,0,0,740,0,0,120000,0,154,1,1,80468,9175,0,185703,1500,150,24507,0,0,0,0,0,0,5833,118334,1352,1861,7337,0,279,8020,4546,0,40978,4864,0,0,1367,1950,2161,0,175,0,129248,0,6699,0,9175,236.4,0,5230,0,0,0
1054,QuadCom,2019,"69,768",Elizabeth A Heitkamp,bheitkamp@quadcom911.org,847-428-8784,952335,0,0,0,0,1517,0,0,224726,0,0,1,1,40234,0,40234,170844,4000,14523,57935,0,0,0,0,150,0,0,118000,1321,3006,7367,13272,356,6835,0,0,42600,4055,0,0,2141,3200,2045,0,693,0,681294,0,0,7166,0,180,0,9097,0,88,0
1055,QuadCom,2020,"69,768",Elizabeth A. Heitkamp,bheitkamp@quadcom911.org,847-428-8787,989909.84,0,0,0,0,1320.1,0,0,125494,0,0,1,1,10420.33,44949.56,192485.05,285171.86,1779.45,0,9048.28,0,0,0,0,0,0,2164.51,0,1690.46,41529,7453,16999.99,168.23,12298,0,0,41533.64,1665,0,726,1276,2550.3,1962.75,0,1082,0,1185036,0,0,10535,3221,3209.59,4173.4,1165,415,0,0
1056,Randolph County E-911,2017,"32,890",Cindy Wagner,randolph911@yahoo.com,618-826-6411,298917.42,0,0,0,0,853.37,0,0,177806.69,0,2911.06,2,1,0,3746.03,0,0,4892,98,0,66125.3,0,2918.43,0,47786.19,45849.84,0,360.19,0,0,0,0,1443.54,0,1892.67,0,0,0,0,343,0,0,124.04,0,0,0,158482.49,0,0,99.56,9994.76,0,0,3566.96,0,0,0
1057,Randolph County E9-1-1,2013,"33,476",Cindy Wagner,randolph911@yahoo.com,618-826-6411,163671.12,122656.52,0,411.9,0,628.8,0,0,226317.21,1170.31,0,1,1,0,22778.4,0,0,0,0,0,57936.84,0,38737.25,0,41888.64,38039.88,3971.68,0,0,0,0,0,922.5,4411.35,79398.26,0,0,0,0,0,0,0,74.75,0,4499.69,0,0,0,0,0,0,0,0,0,0,0,0
1058,Randolph County E9-1-1,2014,"33,361",Cindy Wagner,randolph911@yahoo.com,618-826-6411,158011.18,110727.75,0,0,0,428.71,0,0,219856.41,7270.99,8627.56,1,1,0,11389.2,0,0,0,0,0,59095.45,0,4506.63,0,42732.57,37470.03,0,0,0,0,0,0,2236.36,5479.4,75735.4,0,0,0,0,0,0,0,81.87,0,6368.36,0,0,0,0,0,0,0,0,0,0,0,0
1059,Randolph County E9-1-1,2015,"32,890",Cindy Wagner,randolph911@yahoo.com,618-826-6411,146974.28,98376.45,0,0,0,474.83,0,0,228030.23,6947.94,0,1,1,0,0,0,0,8627.56,0,0,60868.3,0,0,0,43992.88,38838.49,0,0,0,0,0,488.99,1437.54,2549.75,75004.91,0,0,0,0,0,0,0,84.57,0,2663.99,0,0,0,0,0,0,0,0,0,0,0,0
1060,Randolph County E9-1-1,2016,"32,890",(*blank*),randolph911@yahoo.com,(*blank*),143821.07,90597,0,541.54,1074.63,567.9,0,0,232350.87,7641,388.29,1,1,6896.42,0,0,0,4892,0,0,62633.49,0,0,0,45277.94,42098.76,0,0,0,0,0,0,1138.13,524.97,76265.95,0,0,0,0,870.16,0,0,23.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,Randolph County E9-1-1,2018,"32,890",Cindy Wagner,randolph911@yahoo.com,618-826-6411,414367.75,0,0,0,0,1114.17,0,9658.32,178251.51,0,0,2,1,0,29643.67,0,869.6,0,98,0,67483.16,0,0,0,50686.35,46914.84,946,0,0,332.75,0,0,6222.35,4202.48,2016.6,0,0,2051.16,0,451.24,0,0,57.62,0,517.4,0,265656.89,0,0,4892,1930.06,0,0,3545.18,0,0,2382
1062,Randolph County E9-1-1,2019,"32,890",Cindy Wagner,randolph911@yahoo.com,618-826-6411,427934.58,0,0,0,83990.21,0,0,0,468273.85,0,0,2,1,82676.74,0,0,0,32695.9,98,0,68240.04,0,0,0,51210.01,43661.35,6484.28,0,0,208.04,0,10971.34,4800.58,0,1403.29,0,0,1258.42,0,378,0,0,98.95,0,419.91,0,178734.36,0,0,4892,1396.1,0,0,3766.08,0,0,0
1063,Randolph County E9-1-1,2020,"32,890",Cindy Wagner,randolph911@yahoo.com,618-826-6411,396126.03,0,0,0,126409.46,10470.81,0,0,502322.05,0,3378.75,2,1,1566.25,75008.63,3425,0,0,98,0,69946.06,0,35211.6,0,52490.22,45972.31,0,0,0,0,0,0,0,0,4900.04,0,0,1950.04,0,380,0,0,39.32,0,166.95,0,341951.92,0,0,4892,55383.76,0,0,365.12,0,0,0
1064,Richland County ETSB,2013,"16,233","Juanita Kramer, 9-1-1 System Manager",richlandcounty911@gmail.com,618.392.4902,99135.67,113469,432.96,0,0,458,0,48.75,334779.68,2735.39,1530.07,1,0,9598.58,285,1976,13321.5,8050,78,0,39351.84,0,0,0,1787.04,10344.55,1060,0,0,0,1690.86,0,1831.01,0,66467.96,0,0,2876.59,1128.69,0,0,1394.66,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,Richland County ETSB,2014,"16,233","Juanita Kramer, 9-1-1 System Manager",richlandcounty911@gmail.com,618.392.4902,89152.22,99575.27,423.96,0,0,594.01,0,39,351908.63,3294.63,688.8,1,0,9131.16,250,0,12948,4025,78,0,41916.4,0,0,0,2520,10851.73,11567.4,0,0,0,1712.2,0,1936,0,74938.69,2250,0,860,388.59,130,0,1379.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,Richland County ETSB,2015,"16,233","Juanita Kramer, 9-1-1 System Manager",richlandcounty911@gmail.com,618.392.1088,90174.66,91717.86,417.96,0,0,422.97,0,109.5,329927.48,3227.72,7902.83,1,0,7809.73,1993.06,0,13243.5,6999.43,78,0,42868.8,0,0,0,2570,10681.05,0,0,0,1075,1335.63,0,1068.66,0,97831.63,3000,0,1217.4,1405.41,137,0,1778.13,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,Richland County ETSB,2016,"16,233",(*blank*),richlandcounty911@gmail.com,(*blank*),108082.71,92207.83,481.07,0,0,352.66,0,0,275637.65,3772.63,31760.18,1,0,4399.36,2162.15,0,13656,4025,98,0,44137.6,0,0,0,2827,11339.05,0,0,0,0,1586,0,1264.69,0,95751.39,3000,0,2204.22,797.7,137,0,1335,0,0,1229,0,0,0,0,0,0,0,0,0,0,0,0
1068,Richland County ETSB,2017,"16,233",Juanita Kramer,richlandcounty911@gmail.com,618-392-4902,201001.78,0,0,0,0,488.83,0,163.75,55700,0,613.59,1,0,0,7905.75,0,16456.2,4025,32054.25,3397.5,47092,30900,0,0,2832.37,12856.48,0,0,0,0,969,0,1048.98,0,1184.34,0,0,195,3560.21,137,500,1500.77,7.5,0,0,0,258649,0,0,2100,4553.81,0,0,0,720.49,0,0
1069,Richland County ETSB,2018,"15,901",Juanita Kramer,richlandcounty911@gmail.com,618-392-4902,276454.51,0,0,0,0,1278.44,0,3075.72,341393.35,0,6500,1,0,0,0,0,9963.5,4025,4725,0,49304,30900,0,0,3141.63,12561.73,0,0,0,0,1437,0,1435.76,0,1210.26,0,0,2949.78,0,279,2500,1520,2.5,0,6817.2,0,0,0,0,0,4690.43,0,0,2534.28,2245,507.01,0
1070,Richland County ETSB,2019,"15,901",Juanita Kramer,richlandcounty911@gmail.com,618-392-4902,277550.82,0,0,0,0,2368.8,0,178.5,464698,0,14218.35,1,0,22953.98,0,0,17686.33,7212,5094,0,51004.8,30900,0,0,3620.87,13579.03,0,0,0,0,2837.73,0,1719.18,0,1234.16,10126.08,0,2637,0,142,4000,1600,0,0,0,0,0,0,0,4800,350,0,0,3126,404.2,606.09,0
1071,Richland County ETSB,2020,"15,331",Juanita Kramer,911@richlandcounty.illinois.gov,618-392-4902,280008.42,0,0,0,22379.98,1551.87,0,1160,544944,0,6908.15,1,0,0,0,0,23745.62,4025,4800,0,52412.8,30900,0,0,3862.5,14070.66,0,0,0,1951.21,2819.37,0,956.45,0,1249.27,0,0,1035.51,0,0,0,1665,1.25,0,0,0,0,0,0,0,26815.25,0,0,0,1684.55,0,0
1072,River Forest ETSB,2013,"11,172",James Eggert,jeggert@vrf.us,708-714-3560,68545,86996,0,0,0,0,0,0,0,0,10305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,157,0,0,0,0,516702,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,River Forest ETSB,2014,"11,172",James Eggert,jeggert@vrf.us,708-714-3560,69808,86280,0,0,0,0,0,0,0,0,10313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516408,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,River Forest ETSB,2015,"11,172",James Eggert,jeggert@vrf.us,708-714-3560,69808,86280,0,0,0,0,0,0,0,0,10313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516408,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,River Forest ETSB,2016,"11,172",(*blank*),bstaunton@wsdcd.org,(*blank*),93123.96,55596.15,0,0,0,0,0,0,0,0,62824.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,0,0,0,0,0,430729.84,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,River Grove 9-1-1,2013,"10,227",Jeanne Walsh,adminsec@vorg.us,708-453-8000,64056,53307,0,0,319300,79,0,266,148714,0,0,1,1,68511,0,5781,0,0,0,0,0,0,0,0,0,0,180696,0,0,0,0,0,0,0,18683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,River Grove 9-1-1,2014,"10,227",Jeanne Walsh,adminsec@vorg.us,708-453-8000,67491,56145,0,0,0,98,0,0,212050,0,0,1,1,73632,0,3162,0,0,0,0,0,0,0,0,0,0,3982,0,0,186,0,0,0,0,27723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,River Grove 9-1-1,2015,"10,227",Jeanne Walsh,adminsec@vorg.us,708-453-8000,61580,39727,0,0,0,14,0,0,227099,0,0,1,1,62543,0,5694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
